Date,Country,Distributor,Brand,Operator,Unit Cost,Amount,Unit Price,Sales,Year,Quarter,Month,Month Name,Month & Year,Week Day,Day Name,Week Number,Quarter (Q)
01-08-2021,Colombia,Tottus,Motorola,Claro,675,78,950,74100,2021,3,8,Aug,Aug-21,7,Sun,31,Q3
26-07-2018,Chile,Oeschle,Motorola,Claro,675,83,950,78850,2018,3,7,Jul,Jul-18,4,Thu,30,Q3
13-05-2020,Portugal,Saga Falabella,Motorola,Claro,675,15,950,14250,2020,2,5,May,May-20,3,Wed,20,Q2
25-09-2020,Uruguay,Plaza Vea,Motorola,Claro,675,61,950,57950,2020,3,9,Sep,Sep-20,5,Fri,39,Q3
12-09-2021,Portugal,Saga Falabella,Motorola,Movistar,675,4,950,3800,2021,3,9,Sep,Sep-21,7,Sun,37,Q3
10-03-2020,El Salvador,Saga Falabella,Motorola,Movistar,675,2,950,1900,2020,1,3,Mar,Mar-20,2,Tue,11,Q1
27-02-2021,Germany,Saga Falabella,Motorola,Movistar,675,9,950,8550,2021,1,2,Feb,Feb-21,6,Sat,9,Q1
10-05-2021,France,Ripley,Motorola,Movistar,675,9,950,8550,2021,2,5,May,May-21,1,Mon,20,Q2
26-05-2018,Mexico,Ripley,Motorola,Movistar,675,2,950,1900,2018,2,5,May,May-18,6,Sat,21,Q2
04-04-2018,Switzerland,Plaza Vea,Motorola,Movistar,675,8,950,7600,2018,2,4,Apr,Apr-18,3,Wed,14,Q2
24-03-2021,Ireland,Tottus,Motorola,Movistar,675,5,950,4750,2021,1,3,Mar,Mar-21,3,Wed,13,Q1
27-04-2021,Paraguay,Metro,Motorola,Movistar,675,3,950,2850,2021,2,4,Apr,Apr-21,2,Tue,18,Q2
13-02-2018,Paraguay,Oeschle,Motorola,Movistar,675,4,950,3800,2018,1,2,Feb,Feb-18,2,Tue,7,Q1
14-05-2021,Ireland,Plaza Vea,Motorola,Movistar,675,6,950,5700,2021,2,5,May,May-21,5,Fri,20,Q2
23-01-2020,Canada,Oeschle,Motorola,Movistar,675,21,950,19950,2020,1,1,Jan,Jan-20,4,Thu,4,Q1
28-06-2018,Bolivia,Oeschle,Motorola,Movistar,675,20,950,19000,2018,2,6,Jun,Jun-18,4,Thu,26,Q2
27-05-2021,Portugal,Saga Falabella,Motorola,Movistar,675,6,950,5700,2021,2,5,May,May-21,4,Thu,22,Q2
26-06-2020,Peru,Saga Falabella,Motorola,Movistar,675,9,950,8550,2020,2,6,Jun,Jun-20,5,Fri,26,Q2
29-09-2021,France,Metro,Motorola,Movistar,675,18,950,17100,2021,3,9,Sep,Sep-21,3,Wed,40,Q3
23-09-2018,United Kingdom,Metro,Motorola,Movistar,675,28,950,26600,2018,3,9,Sep,Sep-18,7,Sun,38,Q3
23-11-2018,Denmark,Tottus,Motorola,Movistar,675,21,950,19950,2018,4,11,Nov,Nov-18,5,Fri,47,Q4
27-07-2021,Ireland,Metro,Motorola,Movistar,675,18,950,17100,2021,3,7,Jul,Jul-21,2,Tue,31,Q3
01-11-2021,Portugal,Plaza Vea,Motorola,Movistar,675,35,950,33250,2021,4,11,Nov,Nov-21,1,Mon,45,Q4
21-06-2021,Cuba,Metro,Motorola,Movistar,675,17,950,16150,2021,2,6,Jun,Jun-21,1,Mon,26,Q2
27-02-2021,Ireland,Tottus,Motorola,Movistar,675,26,950,24700,2021,1,2,Feb,Feb-21,6,Sat,9,Q1
14-09-2021,Mexico,Plaza Vea,Motorola,Movistar,675,13,950,12350,2021,3,9,Sep,Sep-21,2,Tue,38,Q3
28-02-2018,Jamaica,Tottus,Motorola,Movistar,675,22,950,20900,2018,1,2,Feb,Feb-18,3,Wed,9,Q1
28-04-2020,Portugal,Plaza Vea,Motorola,Movistar,675,1,950,950,2020,2,4,Apr,Apr-20,2,Tue,18,Q2
20-05-2020,Colombia,Ripley,Motorola,Movistar,675,7,950,6650,2020,2,5,May,May-20,3,Wed,21,Q2
05-12-2021,Mexico,Metro,Motorola,Movistar,675,24,950,22800,2021,4,12,Dec,Dec-21,7,Sun,49,Q4
23-07-2019,Argentina,Ripley,Motorola,Movistar,675,16,950,15200,2019,3,7,Jul,Jul-19,2,Tue,30,Q3
22-05-2021,Germany,Plaza Vea,Motorola,Movistar,675,13,950,12350,2021,2,5,May,May-21,6,Sat,21,Q2
06-01-2021,Uruguay,Saga Falabella,Motorola,Movistar,675,6,950,5700,2021,1,1,Jan,Jan-21,3,Wed,2,Q1
29-02-2020,Denmark,Saga Falabella,Motorola,Movistar,675,8,950,7600,2020,1,2,Feb,Feb-20,6,Sat,9,Q1
28-08-2020,Cuba,Ripley,Motorola,Movistar,675,6,950,5700,2020,3,8,Aug,Aug-20,5,Fri,35,Q3
17-03-2021,Spain,Tottus,Motorola,Movistar,675,4,950,3800,2021,1,3,Mar,Mar-21,3,Wed,12,Q1
31-03-2020,Venezuela,Oeschle,Motorola,Movistar,675,48,950,45600,2020,1,3,Mar,Mar-20,2,Tue,14,Q1
17-11-2018,Spain,Oeschle,Motorola,Movistar,675,18,950,17100,2018,4,11,Nov,Nov-18,6,Sat,46,Q4
18-09-2020,Brasil,Oeschle,Motorola,Movistar,675,3,950,2850,2020,3,9,Sep,Sep-20,5,Fri,38,Q3
02-04-2019,Paraguay,Plaza Vea,Motorola,Movistar,675,1,950,950,2019,2,4,Apr,Apr-19,2,Tue,14,Q2
14-07-2021,Chile,Plaza Vea,Motorola,Movistar,675,27,950,25650,2021,3,7,Jul,Jul-21,3,Wed,29,Q3
01-02-2020,Jamaica,Saga Falabella,Motorola,Movistar,675,4,950,3800,2020,1,2,Feb,Feb-20,6,Sat,5,Q1
16-03-2021,France,Ripley,Motorola,Movistar,675,14,950,13300,2021,1,3,Mar,Mar-21,2,Tue,12,Q1
05-02-2019,Portugal,Metro,Motorola,Movistar,675,17,950,16150,2019,1,2,Feb,Feb-19,2,Tue,6,Q1
01-11-2021,Germany,Plaza Vea,Motorola,Movistar,675,18,950,17100,2021,4,11,Nov,Nov-21,1,Mon,45,Q4
12-09-2021,Portugal,Saga Falabella,Motorola,Movistar,675,4,950,3800,2021,3,9,Sep,Sep-21,7,Sun,37,Q3
10-03-2020,El Salvador,Saga Falabella,Motorola,Movistar,675,2,950,1900,2020,1,3,Mar,Mar-20,2,Tue,11,Q1
27-02-2021,Germany,Saga Falabella,Motorola,Movistar,675,9,950,8550,2021,1,2,Feb,Feb-21,6,Sat,9,Q1
10-05-2021,France,Ripley,Motorola,Movistar,675,9,950,8550,2021,2,5,May,May-21,1,Mon,20,Q2
26-05-2018,Mexico,Ripley,Motorola,Movistar,675,2,950,1900,2018,2,5,May,May-18,6,Sat,21,Q2
04-04-2018,Switzerland,Plaza Vea,Motorola,Movistar,675,8,950,7600,2018,2,4,Apr,Apr-18,3,Wed,14,Q2
24-03-2021,Ireland,Tottus,Motorola,Movistar,675,5,950,4750,2021,1,3,Mar,Mar-21,3,Wed,13,Q1
27-04-2021,Paraguay,Metro,Motorola,Movistar,675,3,950,2850,2021,2,4,Apr,Apr-21,2,Tue,18,Q2
13-02-2018,Paraguay,Oeschle,Motorola,Movistar,675,4,950,3800,2018,1,2,Feb,Feb-18,2,Tue,7,Q1
14-05-2021,Ireland,Plaza Vea,Motorola,Movistar,675,6,950,5700,2021,2,5,May,May-21,5,Fri,20,Q2
23-01-2020,Canada,Oeschle,Motorola,Movistar,675,21,950,19950,2020,1,1,Jan,Jan-20,4,Thu,4,Q1
28-06-2018,Bolivia,Oeschle,Motorola,Movistar,675,20,950,19000,2018,2,6,Jun,Jun-18,4,Thu,26,Q2
27-05-2021,Portugal,Saga Falabella,Motorola,Movistar,675,6,950,5700,2021,2,5,May,May-21,4,Thu,22,Q2
26-06-2020,Peru,Saga Falabella,Motorola,Movistar,675,9,950,8550,2020,2,6,Jun,Jun-20,5,Fri,26,Q2
29-09-2021,France,Metro,Motorola,Movistar,675,18,950,17100,2021,3,9,Sep,Sep-21,3,Wed,40,Q3
23-09-2018,United Kingdom,Metro,Motorola,Movistar,675,28,950,26600,2018,3,9,Sep,Sep-18,7,Sun,38,Q3
23-11-2018,Denmark,Tottus,Motorola,Movistar,675,21,950,19950,2018,4,11,Nov,Nov-18,5,Fri,47,Q4
27-07-2021,Ireland,Metro,Motorola,Movistar,675,18,950,17100,2021,3,7,Jul,Jul-21,2,Tue,31,Q3
01-11-2021,Portugal,Plaza Vea,Motorola,Movistar,675,35,950,33250,2021,4,11,Nov,Nov-21,1,Mon,45,Q4
21-06-2021,Cuba,Metro,Motorola,Movistar,675,17,950,16150,2021,2,6,Jun,Jun-21,1,Mon,26,Q2
27-02-2021,Ireland,Tottus,Motorola,Movistar,675,26,950,24700,2021,1,2,Feb,Feb-21,6,Sat,9,Q1
14-09-2021,Mexico,Plaza Vea,Motorola,Movistar,675,13,950,12350,2021,3,9,Sep,Sep-21,2,Tue,38,Q3
28-02-2018,Jamaica,Tottus,Motorola,Movistar,675,22,950,20900,2018,1,2,Feb,Feb-18,3,Wed,9,Q1
28-04-2020,Portugal,Plaza Vea,Motorola,Movistar,675,1,950,950,2020,2,4,Apr,Apr-20,2,Tue,18,Q2
20-05-2020,Colombia,Ripley,Motorola,Movistar,675,7,950,6650,2020,2,5,May,May-20,3,Wed,21,Q2
05-12-2021,Mexico,Metro,Motorola,Movistar,675,24,950,22800,2021,4,12,Dec,Dec-21,7,Sun,49,Q4
23-07-2019,Argentina,Ripley,Motorola,Movistar,675,16,950,15200,2019,3,7,Jul,Jul-19,2,Tue,30,Q3
22-05-2021,Germany,Plaza Vea,Motorola,Movistar,675,13,950,12350,2021,2,5,May,May-21,6,Sat,21,Q2
06-01-2021,Uruguay,Saga Falabella,Motorola,Movistar,675,6,950,5700,2021,1,1,Jan,Jan-21,3,Wed,2,Q1
29-02-2020,Denmark,Saga Falabella,Motorola,Movistar,675,8,950,7600,2020,1,2,Feb,Feb-20,6,Sat,9,Q1
28-08-2020,Cuba,Ripley,Motorola,Movistar,675,6,950,5700,2020,3,8,Aug,Aug-20,5,Fri,35,Q3
17-03-2021,Spain,Tottus,Motorola,Movistar,675,4,950,3800,2021,1,3,Mar,Mar-21,3,Wed,12,Q1
31-03-2020,Venezuela,Oeschle,Motorola,Movistar,675,48,950,45600,2020,1,3,Mar,Mar-20,2,Tue,14,Q1
17-11-2018,Spain,Oeschle,Motorola,Movistar,675,18,950,17100,2018,4,11,Nov,Nov-18,6,Sat,46,Q4
18-09-2020,Brasil,Oeschle,Motorola,Movistar,675,3,950,2850,2020,3,9,Sep,Sep-20,5,Fri,38,Q3
02-04-2019,Paraguay,Plaza Vea,Motorola,Movistar,675,1,950,950,2019,2,4,Apr,Apr-19,2,Tue,14,Q2
14-07-2021,Chile,Plaza Vea,Motorola,Movistar,675,27,950,25650,2021,3,7,Jul,Jul-21,3,Wed,29,Q3
01-02-2020,Jamaica,Saga Falabella,Motorola,Movistar,675,4,950,3800,2020,1,2,Feb,Feb-20,6,Sat,5,Q1
16-03-2021,France,Ripley,Motorola,Movistar,675,14,950,13300,2021,1,3,Mar,Mar-21,2,Tue,12,Q1
05-02-2019,Portugal,Metro,Motorola,Movistar,675,17,950,16150,2019,1,2,Feb,Feb-19,2,Tue,6,Q1
01-11-2021,Germany,Plaza Vea,Motorola,Movistar,675,18,950,17100,2021,4,11,Nov,Nov-21,1,Mon,45,Q4
13-02-2018,France,Saga Falabella,Motorola,Bitel,675,24,950,22800,2018,1,2,Feb,Feb-18,2,Tue,7,Q1
29-03-2018,Spain,Tottus,Motorola,Bitel,675,24,950,22800,2018,1,3,Mar,Mar-18,4,Thu,13,Q1
19-03-2020,USA,Tottus,Motorola,Bitel,675,172,950,163400,2020,1,3,Mar,Mar-20,4,Thu,12,Q1
05-01-2020,Argentina,Metro,Motorola,Bitel,675,21,950,19950,2020,1,1,Jan,Jan-20,7,Sun,1,Q1
13-07-2020,France,Ripley,Motorola,Bitel,675,15,950,14250,2020,3,7,Jul,Jul-20,1,Mon,29,Q3
10-02-2021,El Salvador,Metro,Motorola,Bitel,675,9,950,8550,2021,1,2,Feb,Feb-21,3,Wed,7,Q1
18-08-2021,Switzerland,Saga Falabella,Motorola,Bitel,675,23,950,21850,2021,3,8,Aug,Aug-21,3,Wed,34,Q3
11-09-2020,Colombia,Tottus,Motorola,Bitel,675,178,950,169100,2020,3,9,Sep,Sep-20,5,Fri,37,Q3
18-10-2018,USA,Tottus,Motorola,Bitel,675,173,950,164350,2018,4,10,Oct,Oct-18,4,Thu,42,Q4
09-02-2018,Guatemala,Oeschle,Motorola,Bitel,675,149,950,141550,2018,1,2,Feb,Feb-18,5,Fri,6,Q1
21-05-2021,Spain,Ripley,Motorola,Bitel,675,56,950,53200,2021,2,5,May,May-21,5,Fri,21,Q2
04-04-2019,Uruguay,Plaza Vea,Motorola,Bitel,675,107,950,101650,2019,2,4,Apr,Apr-19,4,Thu,14,Q2
05-09-2021,Venezuela,Saga Falabella,Motorola,Bitel,675,21,950,19950,2021,3,9,Sep,Sep-21,7,Sun,36,Q3
17-06-2018,Germany,Metro,Motorola,Bitel,675,41,950,38950,2018,2,6,Jun,Jun-18,7,Sun,24,Q2
01-03-2018,France,Plaza Vea,Motorola,Bitel,675,9,950,8550,2018,1,3,Mar,Mar-18,4,Thu,9,Q1
16-12-2020,Bolivia,Metro,Motorola,Bitel,675,19,950,18050,2020,4,12,Dec,Dec-20,3,Wed,51,Q4
24-06-2020,Peru,Saga Falabella,Motorola,Bitel,675,16,950,15200,2020,2,6,Jun,Jun-20,3,Wed,26,Q2
26-10-2018,Ireland,Plaza Vea,Motorola,Bitel,675,32,950,30400,2018,4,10,Oct,Oct-18,5,Fri,43,Q4
16-12-2020,USA,Tottus,Motorola,Bitel,675,59,950,56050,2020,4,12,Dec,Dec-20,3,Wed,51,Q4
19-08-2019,Paraguay,Oeschle,Motorola,Bitel,675,121,950,114950,2019,3,8,Aug,Aug-19,1,Mon,34,Q3
31-03-2019,Portugal,Ripley,Motorola,Bitel,675,31,950,29450,2019,1,3,Mar,Mar-19,7,Sun,13,Q1
12-09-2021,Bolivia,Metro,Motorola,Bitel,675,9,950,8550,2021,3,9,Sep,Sep-21,7,Sun,37,Q3
27-02-2021,Guatemala,Oeschle,Motorola,Bitel,675,27,950,25650,2021,1,2,Feb,Feb-21,6,Sat,9,Q1
23-07-2018,United Kingdom,Plaza Vea,Motorola,Bitel,675,44,950,41800,2018,3,7,Jul,Jul-18,1,Mon,30,Q3
25-12-2021,Ireland,Ripley,Motorola,Bitel,675,27,950,25650,2021,4,12,Dec,Dec-21,6,Sat,52,Q4
15-01-2021,Colombia,Plaza Vea,Motorola,Bitel,675,56,950,53200,2021,1,1,Jan,Jan-21,5,Fri,3,Q1
21-05-2020,Mexico,Oeschle,Motorola,Bitel,675,123,950,116850,2020,2,5,May,May-20,4,Thu,21,Q2
20-05-2020,France,Plaza Vea,Motorola,Bitel,675,18,950,17100,2020,2,5,May,May-20,3,Wed,21,Q2
23-10-2019,France,Ripley,Motorola,Bitel,675,27,950,25650,2019,4,10,Oct,Oct-19,3,Wed,43,Q4
15-04-2021,Canada,Metro,Motorola,Bitel,675,46,950,43700,2021,2,4,Apr,Apr-21,4,Thu,16,Q2
05-10-2021,Peru,Metro,Motorola,Bitel,675,60,950,57000,2021,4,10,Oct,Oct-21,2,Tue,41,Q4
08-02-2021,Jamaica,Ripley,Motorola,Bitel,675,55,950,52250,2021,1,2,Feb,Feb-21,1,Mon,7,Q1
19-09-2021,USA,Oeschle,Motorola,Bitel,675,31,950,29450,2021,3,9,Sep,Sep-21,7,Sun,38,Q3
06-10-2021,Canada,Saga Falabella,Motorola,Bitel,675,2,950,1900,2021,4,10,Oct,Oct-21,3,Wed,41,Q4
30-11-2021,Switzerland,Tottus,Motorola,Bitel,675,46,950,43700,2021,4,11,Nov,Nov-21,2,Tue,49,Q4
13-02-2018,France,Saga Falabella,Motorola,Bitel,675,24,950,22800,2018,1,2,Feb,Feb-18,2,Tue,7,Q1
29-03-2018,Spain,Tottus,Motorola,Bitel,675,24,950,22800,2018,1,3,Mar,Mar-18,4,Thu,13,Q1
19-03-2020,USA,Tottus,Motorola,Bitel,675,172,950,163400,2020,1,3,Mar,Mar-20,4,Thu,12,Q1
05-01-2020,Argentina,Metro,Motorola,Bitel,675,21,950,19950,2020,1,1,Jan,Jan-20,7,Sun,1,Q1
13-07-2020,France,Ripley,Motorola,Bitel,675,15,950,14250,2020,3,7,Jul,Jul-20,1,Mon,29,Q3
10-02-2021,El Salvador,Metro,Motorola,Bitel,675,9,950,8550,2021,1,2,Feb,Feb-21,3,Wed,7,Q1
18-08-2021,Switzerland,Saga Falabella,Motorola,Bitel,675,23,950,21850,2021,3,8,Aug,Aug-21,3,Wed,34,Q3
11-09-2020,Colombia,Tottus,Motorola,Bitel,675,178,950,169100,2020,3,9,Sep,Sep-20,5,Fri,37,Q3
18-10-2018,USA,Tottus,Motorola,Bitel,675,173,950,164350,2018,4,10,Oct,Oct-18,4,Thu,42,Q4
09-02-2018,Guatemala,Oeschle,Motorola,Bitel,675,149,950,141550,2018,1,2,Feb,Feb-18,5,Fri,6,Q1
21-05-2021,Spain,Ripley,Motorola,Bitel,675,56,950,53200,2021,2,5,May,May-21,5,Fri,21,Q2
04-04-2019,Uruguay,Plaza Vea,Motorola,Bitel,675,107,950,101650,2019,2,4,Apr,Apr-19,4,Thu,14,Q2
05-09-2021,Venezuela,Saga Falabella,Motorola,Bitel,675,21,950,19950,2021,3,9,Sep,Sep-21,7,Sun,36,Q3
17-06-2018,Germany,Metro,Motorola,Bitel,675,41,950,38950,2018,2,6,Jun,Jun-18,7,Sun,24,Q2
01-03-2018,France,Plaza Vea,Motorola,Bitel,675,9,950,8550,2018,1,3,Mar,Mar-18,4,Thu,9,Q1
16-12-2020,Bolivia,Metro,Motorola,Bitel,675,19,950,18050,2020,4,12,Dec,Dec-20,3,Wed,51,Q4
24-06-2020,Peru,Saga Falabella,Motorola,Bitel,675,16,950,15200,2020,2,6,Jun,Jun-20,3,Wed,26,Q2
26-10-2018,Ireland,Plaza Vea,Motorola,Bitel,675,32,950,30400,2018,4,10,Oct,Oct-18,5,Fri,43,Q4
16-12-2020,USA,Tottus,Motorola,Bitel,675,59,950,56050,2020,4,12,Dec,Dec-20,3,Wed,51,Q4
19-08-2019,Paraguay,Oeschle,Motorola,Bitel,675,121,950,114950,2019,3,8,Aug,Aug-19,1,Mon,34,Q3
31-03-2019,Portugal,Ripley,Motorola,Bitel,675,31,950,29450,2019,1,3,Mar,Mar-19,7,Sun,13,Q1
12-09-2021,Bolivia,Metro,Motorola,Bitel,675,9,950,8550,2021,3,9,Sep,Sep-21,7,Sun,37,Q3
27-02-2021,Guatemala,Oeschle,Motorola,Bitel,675,27,950,25650,2021,1,2,Feb,Feb-21,6,Sat,9,Q1
23-07-2018,United Kingdom,Plaza Vea,Motorola,Bitel,675,44,950,41800,2018,3,7,Jul,Jul-18,1,Mon,30,Q3
25-12-2021,Ireland,Ripley,Motorola,Bitel,675,27,950,25650,2021,4,12,Dec,Dec-21,6,Sat,52,Q4
15-01-2021,Colombia,Plaza Vea,Motorola,Bitel,675,56,950,53200,2021,1,1,Jan,Jan-21,5,Fri,3,Q1
21-05-2020,Mexico,Oeschle,Motorola,Bitel,675,123,950,116850,2020,2,5,May,May-20,4,Thu,21,Q2
20-05-2020,France,Plaza Vea,Motorola,Bitel,675,18,950,17100,2020,2,5,May,May-20,3,Wed,21,Q2
23-10-2019,France,Ripley,Motorola,Bitel,675,27,950,25650,2019,4,10,Oct,Oct-19,3,Wed,43,Q4
15-04-2021,Canada,Metro,Motorola,Bitel,675,46,950,43700,2021,2,4,Apr,Apr-21,4,Thu,16,Q2
05-10-2021,Peru,Metro,Motorola,Bitel,675,60,950,57000,2021,4,10,Oct,Oct-21,2,Tue,41,Q4
08-02-2021,Jamaica,Ripley,Motorola,Bitel,675,55,950,52250,2021,1,2,Feb,Feb-21,1,Mon,7,Q1
19-09-2021,USA,Oeschle,Motorola,Bitel,675,31,950,29450,2021,3,9,Sep,Sep-21,7,Sun,38,Q3
06-10-2021,Canada,Saga Falabella,Motorola,Bitel,675,2,950,1900,2021,4,10,Oct,Oct-21,3,Wed,41,Q4
30-11-2021,Switzerland,Tottus,Motorola,Bitel,675,46,950,43700,2021,4,11,Nov,Nov-21,2,Tue,49,Q4
05-08-2021,Ireland,Oeschle,Motorola,Tuenti,675,131,950,124450,2021,3,8,Aug,Aug-21,4,Thu,32,Q3
03-03-2021,Denmark,Saga Falabella,Motorola,Tuenti,675,12,950,11400,2021,1,3,Mar,Mar-21,3,Wed,10,Q1
07-08-2021,Guatemala,Metro,Motorola,Tuenti,675,147,950,139650,2021,3,8,Aug,Aug-21,6,Sat,32,Q3
14-04-2020,Peru,Plaza Vea,Motorola,Tuenti,675,1,950,950,2020,2,4,Apr,Apr-20,2,Tue,16,Q2
18-10-2019,Chile,Oeschle,Motorola,Tuenti,675,36,950,34200,2019,4,10,Oct,Oct-19,5,Fri,42,Q4
30-03-2018,Chile,Tottus,Motorola,Tuenti,675,46,950,43700,2018,1,3,Mar,Mar-18,5,Fri,13,Q1
17-05-2021,Brasil,Oeschle,Motorola,Tuenti,675,119,950,113050,2021,2,5,May,May-21,1,Mon,21,Q2
04-09-2018,Ireland,Plaza Vea,Motorola,Tuenti,675,35,950,33250,2018,3,9,Sep,Sep-18,2,Tue,36,Q3
16-05-2021,Cuba,Ripley,Motorola,Tuenti,675,43,950,40850,2021,2,5,May,May-21,7,Sun,20,Q2
22-07-2018,Portugal,Plaza Vea,Motorola,Tuenti,675,111,950,105450,2018,3,7,Jul,Jul-18,7,Sun,29,Q3
15-07-2020,Jamaica,Plaza Vea,Motorola,Tuenti,675,62,950,58900,2020,3,7,Jul,Jul-20,3,Wed,29,Q3
30-07-2020,Portugal,Saga Falabella,Motorola,Tuenti,675,2,950,1900,2020,3,7,Jul,Jul-20,4,Thu,31,Q3
02-12-2018,El Salvador,Oeschle,Motorola,Tuenti,675,75,950,71250,2018,4,12,Dec,Dec-18,7,Sun,48,Q4
08-01-2019,USA,Plaza Vea,Motorola,Tuenti,675,107,950,101650,2019,1,1,Jan,Jan-19,2,Tue,2,Q1
27-04-2018,Ireland,Oeschle,Motorola,Tuenti,675,17,950,16150,2018,2,4,Apr,Apr-18,5,Fri,17,Q2
20-05-2021,Bolivia,Plaza Vea,Motorola,Tuenti,675,46,950,43700,2021,2,5,May,May-21,4,Thu,21,Q2
29-12-2018,United Kingdom,Plaza Vea,Motorola,Tuenti,675,166,950,157700,2018,4,12,Dec,Dec-18,6,Sat,52,Q4
25-08-2021,Mexico,Tottus,Motorola,Tuenti,675,273,950,259350,2021,3,8,Aug,Aug-21,3,Wed,35,Q3
27-03-2021,Cuba,Ripley,Motorola,Tuenti,675,86,950,81700,2021,1,3,Mar,Mar-21,6,Sat,13,Q1
21-11-2020,Chile,Saga Falabella,Motorola,Tuenti,675,1,950,950,2020,4,11,Nov,Nov-20,6,Sat,47,Q4
13-02-2019,Denmark,Tottus,Motorola,Tuenti,675,283,950,268850,2019,1,2,Feb,Feb-19,3,Wed,7,Q1
16-01-2021,Chile,Ripley,Motorola,Tuenti,675,49,950,46550,2021,1,1,Jan,Jan-21,6,Sat,3,Q1
16-11-2018,Chile,Oeschle,Motorola,Tuenti,675,10,950,9500,2018,4,11,Nov,Nov-18,5,Fri,46,Q4
29-09-2020,Portugal,Tottus,Motorola,Tuenti,675,125,950,118750,2020,3,9,Sep,Sep-20,2,Tue,40,Q3
04-11-2020,Ireland,Metro,Motorola,Tuenti,675,122,950,115900,2020,4,11,Nov,Nov-20,3,Wed,45,Q4
13-04-2020,Chile,Saga Falabella,Motorola,Tuenti,675,5,950,4750,2020,2,4,Apr,Apr-20,1,Mon,16,Q2
08-02-2019,France,Oeschle,Motorola,Tuenti,675,73,950,69350,2019,1,2,Feb,Feb-19,5,Fri,6,Q1
23-04-2021,El Salvador,Plaza Vea,Motorola,Tuenti,675,40,950,38000,2021,2,4,Apr,Apr-21,5,Fri,17,Q2
30-07-2021,Brasil,Ripley,Motorola,Tuenti,675,38,950,36100,2021,3,7,Jul,Jul-21,5,Fri,31,Q3
18-08-2021,Chile,Plaza Vea,Motorola,Tuenti,675,53,950,50350,2021,3,8,Aug,Aug-21,3,Wed,34,Q3
18-12-2021,Argentina,Ripley,Motorola,Tuenti,675,31,950,29450,2021,4,12,Dec,Dec-21,6,Sat,51,Q4
26-10-2021,Uruguay,Metro,Motorola,Tuenti,675,93,950,88350,2021,4,10,Oct,Oct-21,2,Tue,44,Q4
19-06-2021,France,Plaza Vea,Motorola,Tuenti,675,56,950,53200,2021,2,6,Jun,Jun-21,6,Sat,25,Q2
05-08-2021,Ireland,Oeschle,Motorola,Tuenti,675,131,950,124450,2021,3,8,Aug,Aug-21,4,Thu,32,Q3
03-03-2021,Denmark,Saga Falabella,Motorola,Tuenti,675,12,950,11400,2021,1,3,Mar,Mar-21,3,Wed,10,Q1
07-08-2021,Guatemala,Metro,Motorola,Tuenti,675,147,950,139650,2021,3,8,Aug,Aug-21,6,Sat,32,Q3
14-04-2020,Peru,Plaza Vea,Motorola,Tuenti,675,1,950,950,2020,2,4,Apr,Apr-20,2,Tue,16,Q2
18-10-2019,Chile,Oeschle,Motorola,Tuenti,675,36,950,34200,2019,4,10,Oct,Oct-19,5,Fri,42,Q4
30-03-2018,Chile,Tottus,Motorola,Tuenti,675,46,950,43700,2018,1,3,Mar,Mar-18,5,Fri,13,Q1
17-05-2021,Brasil,Oeschle,Motorola,Tuenti,675,119,950,113050,2021,2,5,May,May-21,1,Mon,21,Q2
04-09-2018,Ireland,Plaza Vea,Motorola,Tuenti,675,35,950,33250,2018,3,9,Sep,Sep-18,2,Tue,36,Q3
16-05-2021,Cuba,Ripley,Motorola,Tuenti,675,43,950,40850,2021,2,5,May,May-21,7,Sun,20,Q2
22-07-2018,Portugal,Plaza Vea,Motorola,Tuenti,675,111,950,105450,2018,3,7,Jul,Jul-18,7,Sun,29,Q3
15-07-2020,Jamaica,Plaza Vea,Motorola,Tuenti,675,62,950,58900,2020,3,7,Jul,Jul-20,3,Wed,29,Q3
30-07-2020,Portugal,Saga Falabella,Motorola,Tuenti,675,2,950,1900,2020,3,7,Jul,Jul-20,4,Thu,31,Q3
02-12-2018,El Salvador,Oeschle,Motorola,Tuenti,675,75,950,71250,2018,4,12,Dec,Dec-18,7,Sun,48,Q4
08-01-2019,USA,Plaza Vea,Motorola,Tuenti,675,107,950,101650,2019,1,1,Jan,Jan-19,2,Tue,2,Q1
27-04-2018,Ireland,Oeschle,Motorola,Tuenti,675,17,950,16150,2018,2,4,Apr,Apr-18,5,Fri,17,Q2
20-05-2021,Bolivia,Plaza Vea,Motorola,Tuenti,675,46,950,43700,2021,2,5,May,May-21,4,Thu,21,Q2
29-12-2018,United Kingdom,Plaza Vea,Motorola,Tuenti,675,166,950,157700,2018,4,12,Dec,Dec-18,6,Sat,52,Q4
25-08-2021,Mexico,Tottus,Motorola,Tuenti,675,273,950,259350,2021,3,8,Aug,Aug-21,3,Wed,35,Q3
27-03-2021,Cuba,Ripley,Motorola,Tuenti,675,86,950,81700,2021,1,3,Mar,Mar-21,6,Sat,13,Q1
21-11-2020,Chile,Saga Falabella,Motorola,Tuenti,675,1,950,950,2020,4,11,Nov,Nov-20,6,Sat,47,Q4
13-02-2019,Denmark,Tottus,Motorola,Tuenti,675,283,950,268850,2019,1,2,Feb,Feb-19,3,Wed,7,Q1
16-01-2021,Chile,Ripley,Motorola,Tuenti,675,49,950,46550,2021,1,1,Jan,Jan-21,6,Sat,3,Q1
